"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","market_segment","reserved_room_type","customer_type","adr","total_of_special_requests"
"City Hotel",0,71,2015,"December",53,29,0,5,3,0,0,"BB","Online TA","A","Transient",112.58,1
"City Hotel",0,27,2016,"January",2,5,0,1,1,0,0,"SC","Offline TA/TO","A","Transient",64.8,0
"City Hotel",0,80,2016,"January",2,7,0,1,2,0,0,"BB","Online TA","A","Transient",87.32,0
"City Hotel",0,0,2016,"January",3,10,1,0,2,0,0,"SC","Online TA","A","Transient",54.02,0
"City Hotel",0,48,2016,"January",2,8,2,5,2,0,0,"BB","Online TA","A","Transient",84.45,1
"City Hotel",0,5,2016,"January",3,15,1,2,2,0,0,"BB","Online TA","A","Transient",80.3,2
"City Hotel",0,36,2016,"January",4,19,0,2,1,0,0,"BB","Offline TA/TO","A","Transient-Party",71,0
"City Hotel",0,1,2016,"January",3,15,2,6,2,0,0,"BB","Direct","A","Transient",82.45,1
"City Hotel",0,9,2016,"January",5,29,0,2,2,0,0,"BB","Online TA","B","Transient-Party",78.25,1
"City Hotel",0,9,2016,"February",6,3,0,1,2,0,0,"SC","Online TA","A","Transient",90,0
"City Hotel",0,2,2016,"February",6,1,1,3,2,0,1,"BB","Online TA","A","Transient",93,2
"City Hotel",0,15,2016,"February",6,5,1,2,1,0,0,"BB","Corporate","G","Transient-Party",100,0
"City Hotel",0,0,2016,"February",7,10,0,1,2,0,0,"SC","Online TA","A","Transient",79,0
"City Hotel",0,0,2016,"February",7,11,0,1,2,0,0,"BB","Direct","A","Transient",91,0
"City Hotel",0,15,2016,"February",7,12,1,2,2,0,0,"BB","Offline TA/TO","A","Transient",40.67,0
"City Hotel",0,3,2016,"February",7,13,1,1,2,0,0,"SC","Online TA","A","Transient",60.83,0
"City Hotel",0,87,2016,"February",8,15,1,1,1,0,0,"BB","Direct","A","Transient",62.1,0
"City Hotel",0,1,2016,"February",8,19,0,1,2,1,0,"BB","Online TA","F","Transient",173,0
"City Hotel",0,22,2016,"February",8,19,0,2,2,0,0,"SC","Online TA","A","Transient",81,1
"City Hotel",0,5,2016,"February",9,25,0,1,2,0,0,"SC","Online TA","A","Transient",81,2
"City Hotel",0,0,2016,"February",9,27,0,1,2,0,0,"BB","Online TA","A","Transient",89,1
"City Hotel",0,0,2016,"February",9,27,0,1,1,0,0,"BB","Online TA","A","Transient",89,0
"City Hotel",0,9,2016,"March",11,7,1,0,1,0,0,"SC","Online TA","A","Transient",90,1
"City Hotel",0,78,2016,"March",11,7,1,2,2,0,0,"BB","Offline TA/TO","A","Transient",65.58,0
"City Hotel",0,56,2016,"March",11,9,0,2,2,0,0,"BB","Online TA","A","Transient",78.3,0
"City Hotel",0,3,2016,"March",11,8,0,3,2,0,0,"BB","Online TA","A","Transient",91,1
"City Hotel",0,44,2016,"March",11,9,0,3,2,0,0,"SC","Online TA","A","Transient",71.1,1
"City Hotel",0,133,2016,"March",11,11,1,2,2,0,0,"BB","Offline TA/TO","A","Transient-Party",84.33,1
"City Hotel",0,133,2016,"March",11,11,1,2,2,0,0,"BB","Offline TA/TO","A","Transient-Party",84.33,1
"City Hotel",0,133,2016,"March",11,11,1,2,2,0,0,"BB","Offline TA/TO","A","Transient-Party",84.33,1
"City Hotel",0,133,2016,"March",11,11,1,2,2,0,0,"BB","Offline TA/TO","A","Transient-Party",84.33,1
"City Hotel",0,133,2016,"March",11,11,1,2,2,0,0,"BB","Offline TA/TO","A","Transient-Party",84.33,1
"City Hotel",0,133,2016,"March",11,11,1,2,2,0,0,"BB","Offline TA/TO","A","Transient-Party",84.33,1
"City Hotel",0,133,2016,"March",11,11,1,2,2,0,0,"BB","Offline TA/TO","A","Transient-Party",84.33,1
"City Hotel",0,133,2016,"March",11,11,1,2,2,0,0,"BB","Offline TA/TO","A","Transient-Party",84.33,1
"City Hotel",0,133,2016,"March",11,11,1,2,2,0,0,"BB","Offline TA/TO","A","Transient-Party",42.17,1
"City Hotel",0,133,2016,"March",11,11,1,2,1,0,0,"BB","Offline TA/TO","A","Transient-Party",74.67,1
"City Hotel",0,133,2016,"March",11,11,1,2,2,0,0,"BB","Offline TA/TO","A","Transient-Party",84.33,1
"City Hotel",0,62,2016,"March",11,11,1,2,2,0,0,"BB","Online TA","A","Transient",60.29,1
"City Hotel",0,133,2016,"March",11,11,1,2,2,0,0,"BB","Offline TA/TO","A","Transient-Party",84.33,1
"City Hotel",0,52,2016,"March",12,13,2,2,2,0,0,"SC","Online TA","A","Transient",51,0
"City Hotel",0,5,2016,"March",12,19,2,1,2,0,0,"BB","Groups","A","Transient-Party",93.33,0
"City Hotel",0,5,2016,"March",12,19,2,1,2,0,0,"BB","Groups","A","Transient-Party",93.33,0
"City Hotel",0,5,2016,"March",12,19,2,1,2,0,0,"BB","Groups","A","Transient-Party",93.33,0
"City Hotel",0,5,2016,"March",12,19,2,1,1,0,0,"BB","Groups","A","Transient-Party",79.17,0
"City Hotel",0,5,2016,"March",12,19,2,1,1,0,0,"BB","Groups","A","Transient-Party",79.17,0
"City Hotel",0,64,2016,"March",12,18,2,2,1,0,0,"BB","Online TA","A","Transient-Party",93.5,0
"City Hotel",0,5,2016,"March",12,19,2,1,2,0,0,"BB","Groups","A","Transient-Party",93.33,0
"City Hotel",0,5,2016,"March",12,19,2,1,1,0,0,"BB","Groups","A","Transient-Party",79.17,0
"City Hotel",0,5,2016,"March",12,19,2,1,2,0,0,"BB","Groups","A","Transient-Party",93.33,0
"City Hotel",0,5,2016,"March",12,19,2,1,2,0,0,"BB","Groups","A","Transient-Party",93.33,0
"City Hotel",0,5,2016,"March",12,19,2,1,2,0,0,"BB","Groups","A","Transient-Party",93.33,0
"City Hotel",0,5,2016,"March",12,19,2,1,2,0,0,"BB","Groups","A","Transient-Party",93.33,0
"City Hotel",0,6,2016,"March",12,19,2,1,3,0,0,"BB","Online TA","D","Transient",177,1
"City Hotel",0,0,2016,"March",13,26,0,1,3,0,0,"SC","Online TA","A","Transient",135,1
"City Hotel",0,5,2016,"March",12,19,2,1,2,0,0,"BB","Groups","A","Transient-Party",93.33,0
"City Hotel",0,5,2016,"March",12,19,2,1,2,0,0,"BB","Groups","A","Transient-Party",93.33,0
"City Hotel",0,5,2016,"March",12,19,2,1,1,0,0,"BB","Groups","A","Transient-Party",0,0
"City Hotel",0,5,2016,"March",12,19,2,1,1,0,0,"BB","Groups","A","Transient-Party",79.17,0
"City Hotel",0,5,2016,"March",12,19,2,1,1,0,0,"BB","Groups","A","Transient-Party",79.17,0
"City Hotel",0,145,2016,"March",12,19,2,1,2,0,0,"SC","Online TA","A","Transient",60.98,0
"City Hotel",0,49,2016,"March",13,23,0,1,2,0,0,"BB","Online TA","A","Transient",110,0
"City Hotel",0,45,2016,"March",12,15,2,8,2,1,0,"BB","Online TA","G","Transient",217.75,3
"City Hotel",0,49,2016,"March",12,19,2,4,2,0,0,"BB","Online TA","D","Transient",106.25,1
"City Hotel",0,11,2016,"March",13,24,0,2,3,0,0,"BB","Online TA","D","Transient",182,2
"City Hotel",0,11,2016,"March",13,24,0,2,2,0,0,"BB","Online TA","D","Transient",161,1
"City Hotel",0,23,2016,"March",13,25,0,1,2,1,0,"BB","Direct","G","Transient",285,0
"City Hotel",0,0,2016,"March",13,26,1,1,1,0,0,"BB","Direct","A","Transient",89,0
"City Hotel",0,0,2016,"March",13,26,1,1,2,0,0,"SC","Online TA","A","Transient",134,0
"City Hotel",0,39,2016,"March",14,28,1,0,2,0,0,"BB","Online TA","A","Transient",117.9,1
"City Hotel",0,73,2016,"March",14,29,0,2,2,0,0,"SC","Online TA","A","Transient",60.29,1
"City Hotel",0,2,2016,"March",14,28,1,3,1,0,0,"BB","Direct","A","Transient",91.5,1
"City Hotel",0,0,2016,"March",14,28,1,4,2,0,0,"BB","Online TA","A","Transient",114,0
"City Hotel",0,0,2016,"April",14,1,0,2,2,0,0,"SC","Online TA","A","Transient",75.42,0
"City Hotel",0,0,2016,"April",15,3,1,0,1,0,0,"SC","Online TA","A","Transient",89,0
"City Hotel",0,1,2016,"April",15,4,1,0,2,0,0,"BB","Direct","A","Transient",99,0
"City Hotel",0,10,2016,"April",15,3,2,0,2,0,0,"SC","Online TA","A","Transient",89,1
"City Hotel",0,28,2016,"April",15,6,0,1,1,0,0,"BB","Corporate","D","Transient",90,1
"City Hotel",0,23,2017,"March",11,12,1,0,2,0,0,"BB","Corporate","A","Transient",85,1
"City Hotel",0,64,2016,"April",15,8,0,1,2,0,0,"SC","Online TA","A","Transient",94.5,1
"City Hotel",0,3,2016,"April",15,7,0,2,3,0,0,"BB","Online TA","G","Transient",185.57,0
"City Hotel",0,31,2016,"April",15,9,0,1,1,0,0,"BB","Corporate","D","Transient",90,1
"City Hotel",0,11,2016,"April",16,10,1,0,1,0,0,"BB","Corporate","D","Transient",90,1
"City Hotel",0,7,2016,"April",16,10,2,0,2,0,0,"BB","Online TA","D","Transient",124,1
"City Hotel",0,55,2016,"April",16,12,0,1,2,0,0,"SC","Online TA","A","Transient-Party",94.5,0
"City Hotel",0,55,2016,"April",16,12,0,1,2,0,0,"SC","Online TA","A","Transient-Party",94.5,0
"City Hotel",0,94,2016,"April",16,12,0,2,2,0,0,"BB","Online TA","A","Transient-Party",96.3,1
"City Hotel",0,94,2016,"April",16,12,0,2,2,0,0,"BB","Online TA","A","Transient-Party",96.3,1
"City Hotel",0,94,2016,"April",16,12,0,2,2,0,0,"BB","Online TA","A","Transient-Party",96.3,1
"City Hotel",0,14,2016,"April",16,15,0,2,2,0,0,"BB","Online TA","D","Transient",142,1
"City Hotel",0,1,2016,"April",16,16,1,1,2,0,0,"BB","Online TA","A","Transient",77.77,1
"City Hotel",0,40,2016,"April",17,18,1,0,2,0,0,"BB","Online TA","D","Transient",109.8,0
"City Hotel",0,61,2016,"April",16,16,2,1,3,0,0,"BB","Direct","F","Transient",151.3,3
"City Hotel",0,1,2016,"April",17,18,1,0,2,0,0,"BB","Online TA","A","Transient",111,0
"City Hotel",0,0,2016,"April",17,19,0,1,2,0,0,"BB","Direct","A","Transient",109,0
"City Hotel",0,38,2016,"April",17,17,2,1,2,0,0,"SC","Online TA","A","Transient",68.14,1
"City Hotel",0,34,2016,"April",17,22,0,1,2,0,0,"BB","Online TA","A","Transient",105.3,1
"City Hotel",0,16,2016,"April",17,22,0,1,2,0,0,"SC","Online TA","A","Transient",119,1
"City Hotel",0,37,2016,"April",17,23,1,1,2,0,0,"SC","Online TA","A","Transient",94.5,0
"City Hotel",0,1,2016,"April",17,23,1,1,2,0,0,"SC","Online TA","A","Transient",104,0
"City Hotel",0,31,2016,"April",17,23,2,1,2,0,0,"BB","Offline TA/TO","D","Transient",87.04,0
"City Hotel",0,168,2016,"April",17,21,2,3,2,0,0,"BB","Offline TA/TO","A","Transient-Party",81.2,1
"City Hotel",0,35,2016,"April",18,24,2,0,2,0,0,"BB","Online TA","D","Transient",118.8,1
"City Hotel",0,77,2016,"April",18,25,1,1,2,1,0,"BB","Online TA","A","Transient-Party",112.5,2
"City Hotel",0,77,2016,"April",18,25,1,1,2,0,0,"BB","Online TA","D","Transient-Party",109.8,1
"City Hotel",0,3,2016,"April",18,25,1,2,2,0,0,"BB","Online TA","A","Transient",131,1
"City Hotel",0,97,2016,"April",18,25,1,3,2,0,0,"SC","Online TA","A","Transient",80.75,1
"City Hotel",0,108,2016,"April",18,28,0,1,1,0,0,"BB","Online TA","A","Transient",67.15,0
"City Hotel",0,45,2016,"April",18,28,0,1,2,0,0,"BB","Online TA","A","Transient",106.2,1
"City Hotel",0,127,2016,"April",18,28,1,3,2,0,0,"BB","Offline TA/TO","A","Transient-Party",90,0
"City Hotel",0,127,2016,"April",18,28,1,3,1,0,0,"BB","Offline TA/TO","A","Transient-Party",80,0
"City Hotel",0,127,2016,"April",18,28,1,3,2,0,0,"BB","Offline TA/TO","A","Transient-Party",90,0
"City Hotel",0,127,2016,"April",18,28,1,3,2,0,0,"BB","Offline TA/TO","A","Transient-Party",90,0
"City Hotel",0,127,2016,"April",18,28,1,3,2,0,0,"BB","Offline TA/TO","A","Transient",90,0
"City Hotel",0,127,2016,"April",18,28,1,3,2,0,0,"BB","Offline TA/TO","A","Transient-Party",90,0
"City Hotel",0,127,2016,"April",18,28,1,3,2,0,0,"BB","Offline TA/TO","A","Transient-Party",90,0
"City Hotel",0,127,2016,"April",18,28,1,3,2,0,0,"BB","Offline TA/TO","A","Transient-Party",90,0
"City Hotel",0,4,2016,"May",19,1,1,0,1,0,0,"BB","Online TA","A","Transient",125,1
"City Hotel",0,99,2016,"April",18,27,2,4,2,0,0,"BB","Online TA","D","Transient",107.95,1
"City Hotel",0,102,2016,"May",19,1,2,2,1,0,0,"BB","Online TA","A","Transient",89.25,2
"City Hotel",0,1,2016,"May",19,6,0,2,2,0,0,"SC","Online TA","A","Transient",138,1
"City Hotel",0,95,2016,"May",19,6,1,2,2,0,0,"BB","Offline TA/TO","A","Transient",80.75,0
"City Hotel",0,1,2016,"May",20,8,1,0,2,0,0,"SC","Online TA","A","Transient",56.47,0
"City Hotel",0,1,2016,"May",20,8,1,0,2,0,0,"SC","Online TA","A","Transient",56.47,0
"City Hotel",0,0,2016,"May",20,10,0,1,3,0,0,"BB","Online TA","F","Transient",153.15,0
"City Hotel",0,0,2016,"May",20,9,1,1,3,0,0,"BB","Online TA","D","Transient",158,0
"City Hotel",0,24,2016,"May",20,8,2,3,1,0,0,"BB","Corporate","A","Transient",95,1
"City Hotel",0,24,2016,"May",20,8,2,3,1,0,0,"BB","Corporate","A","Transient",95,1
"City Hotel",0,77,2016,"May",20,10,0,4,2,0,0,"BB","Online TA","D","Transient",132.6,2
"City Hotel",0,91,2016,"May",20,12,0,3,2,0,0,"BB","Offline TA/TO","A","Transient-Party",80.75,0
"City Hotel",0,73,2016,"May",20,14,0,1,2,0,0,"BB","Online TA","A","Transient",126.9,1
"City Hotel",0,196,2016,"May",20,12,1,3,2,0,0,"BB","Offline TA/TO","A","Transient-Party",80.75,1
"City Hotel",0,196,2016,"May",20,12,1,3,2,0,0,"BB","Offline TA/TO","A","Transient-Party",80.75,1
"City Hotel",0,196,2016,"May",20,12,1,3,2,0,0,"BB","Offline TA/TO","A","Transient-Party",80.75,1
"City Hotel",0,196,2016,"May",20,12,1,3,2,0,0,"BB","Offline TA/TO","A","Transient-Party",80.75,1
"City Hotel",0,196,2016,"May",20,12,1,3,2,0,0,"BB","Offline TA/TO","A","Transient-Party",80.75,0
"City Hotel",0,5,2016,"May",21,16,1,0,2,0,0,"SC","Online TA","A","Transient",68.53,1
"City Hotel",0,14,2016,"May",21,15,2,0,2,2,0,"BB","Online TA","F","Transient",211,2
"City Hotel",0,0,2016,"May",21,16,1,0,2,0,0,"SC","Online TA","A","Transient",62.73,0
"City Hotel",0,53,2016,"May",21,17,0,1,2,0,0,"BB","Online TA","A","Transient",126.9,1
"City Hotel",0,5,2016,"May",21,16,1,2,1,0,0,"BB","Corporate","A","Transient-Party",98.32,0
"City Hotel",0,116,2016,"May",21,18,0,1,2,0,0,"BB","Online TA","A","Transient",105.3,1
"City Hotel",0,4,2016,"May",21,15,2,2,1,0,0,"BB","Corporate","A","Transient-Party",98.32,0
"City Hotel",0,0,2016,"May",21,20,0,0,1,0,0,"BB","Corporate","A","Transient-Party",0,0
"City Hotel",0,5,2016,"May",21,16,1,3,1,0,0,"BB","Corporate","A","Transient",98.32,0
"City Hotel",0,31,2016,"May",21,15,2,4,1,0,0,"BB","Corporate","A","Transient",95,1
"City Hotel",0,1,2016,"May",21,20,0,1,2,0,0,"BB","Direct","E","Transient",206,0
"City Hotel",0,101,2016,"May",21,19,0,3,3,0,0,"BB","Online TA","F","Transient",198.9,2
"City Hotel",0,23,2016,"May",22,22,1,0,2,1,0,"BB","Online TA","D","Transient",173.5,1
"City Hotel",0,228,2016,"May",22,22,2,0,2,0,0,"BB","Online TA","A","Transient",106.2,1
"City Hotel",0,14,2016,"May",22,23,1,0,2,0,0,"SC","Online TA","A","Transient",129,2
"City Hotel",0,9,2016,"May",21,21,2,2,2,0,0,"BB","Direct","G","Transient",257,0
"City Hotel",0,93,2016,"May",22,23,1,2,2,0,0,"HB","Direct","E","Transient-Party",211,0
"City Hotel",0,93,2016,"May",22,23,1,2,2,0,0,"HB","Direct","E","Transient-Party",211,0
"City Hotel",0,8,2016,"May",22,25,0,1,2,0,0,"SC","Online TA","A","Transient",99,1
"City Hotel",0,13,2016,"May",22,23,1,2,2,1,0,"SC","Online TA","A","Transient",105.11,2
"City Hotel",0,27,2016,"May",22,22,2,2,2,0,0,"BB","Online TA","A","Transient",90.84,1
"City Hotel",0,87,2016,"May",22,27,0,1,1,0,0,"BB","Online TA","A","Transient",94.25,1
"City Hotel",0,73,2016,"May",22,25,1,4,2,0,0,"BB","Online TA","D","Transient",129.96,1
"City Hotel",0,135,2016,"May",22,28,2,1,2,0,0,"SC","Online TA","A","Transient",101.7,1
"City Hotel",0,18,2016,"May",23,29,2,1,1,0,0,"BB","Direct","A","Transient",112.33,1
"City Hotel",0,134,2016,"May",23,30,1,1,2,0,0,"SC","Online TA","A","Transient",94.5,0
"City Hotel",0,38,2016,"June",23,1,0,1,2,0,0,"SC","Online TA","A","Transient",89.1,1
"City Hotel",0,5,2016,"June",23,2,0,1,2,0,0,"SC","Online TA","A","Transient",119,0
"City Hotel",0,14,2016,"June",23,2,0,1,1,0,0,"BB","Direct","D","Transient",120.7,0
"City Hotel",0,2,2016,"June",23,2,0,1,2,0,0,"BB","Direct","A","Transient",120,1
"City Hotel",0,110,2016,"June",23,3,0,1,2,1,0,"BB","Online TA","A","Transient-Party",143.1,3
"City Hotel",0,110,2016,"June",23,3,0,1,2,0,0,"BB","Direct","D","Transient",150,1
"City Hotel",0,102,2016,"June",23,3,0,1,2,0,0,"BB","Online TA","D","Transient",140.4,0
"City Hotel",0,19,2016,"June",23,2,0,3,3,0,0,"BB","Online TA","D","Transient",170.33,1
"City Hotel",0,15,2016,"June",23,2,1,3,2,0,0,"SC","Online TA","A","Transient",93.56,1
"City Hotel",0,220,2016,"June",23,4,2,1,2,0,0,"BB","Groups","A","Transient-Party",73.33,1
"City Hotel",0,220,2016,"June",23,4,2,1,2,0,0,"BB","Groups","A","Transient-Party",73.33,1
"City Hotel",0,220,2016,"June",23,4,2,1,2,0,0,"BB","Groups","A","Transient-Party",73.33,1
"City Hotel",0,220,2016,"June",23,4,2,1,1,0,0,"BB","Groups","A","Transient-Party",61.67,0
"City Hotel",0,220,2016,"June",23,4,2,1,2,0,0,"BB","Groups","A","Transient-Party",73.33,1
"City Hotel",0,220,2016,"June",23,4,2,1,2,0,0,"BB","Groups","A","Transient-Party",73.33,1
"City Hotel",0,220,2016,"June",23,4,2,1,2,0,0,"BB","Groups","A","Transient-Party",73.33,1
"City Hotel",0,220,2016,"June",23,4,2,1,2,0,0,"BB","Groups","A","Transient-Party",73.33,1
"City Hotel",0,220,2016,"June",23,4,2,1,2,0,0,"BB","Groups","A","Transient-Party",73.33,1
"City Hotel",0,220,2016,"June",23,4,2,1,2,0,0,"BB","Groups","A","Transient-Party",73.33,1
"City Hotel",0,220,2016,"June",23,4,2,1,2,0,0,"BB","Groups","A","Transient-Party",73.33,1
"City Hotel",0,220,2016,"June",23,4,2,1,2,0,0,"BB","Groups","A","Transient-Party",73.33,1
"City Hotel",0,220,2016,"June",23,4,2,1,2,0,0,"BB","Groups","A","Transient-Party",73.33,1
"City Hotel",0,220,2016,"June",23,4,2,1,2,0,0,"BB","Groups","A","Transient-Party",73.33,1
"City Hotel",0,220,2016,"June",23,4,2,1,2,0,0,"BB","Groups","A","Transient-Party",73.33,1
"City Hotel",0,220,2016,"June",23,4,2,1,2,0,0,"BB","Groups","A","Transient-Party",73.33,1
"City Hotel",0,220,2016,"June",23,4,2,1,1,0,0,"BB","Groups","A","Transient-Party",0,0
"City Hotel",0,220,2016,"June",23,4,2,1,2,0,0,"BB","Groups","A","Transient-Party",73.33,1
"City Hotel",0,220,2016,"June",23,4,2,1,1,0,0,"BB","Groups","A","Transient-Party",61.67,0
"City Hotel",0,220,2016,"June",23,4,2,1,2,0,0,"BB","Groups","A","Transient-Party",73.33,1
"City Hotel",0,220,2016,"June",23,4,2,1,2,0,0,"BB","Groups","A","Transient-Party",73.33,1
"City Hotel",0,220,2016,"June",23,4,2,1,2,0,0,"BB","Groups","A","Transient-Party",73.33,1
"City Hotel",0,111,2016,"June",24,5,2,0,2,0,0,"BB","Direct","A","Transient",116.1,1
"City Hotel",0,0,2016,"June",24,7,0,1,2,0,0,"SC","Online TA","A","Transient",109,0
"City Hotel",0,118,2016,"June",24,6,1,2,1,0,0,"BB","Offline TA/TO","A","Transient-Party",110,0
"City Hotel",0,14,2016,"June",24,8,0,1,2,0,0,"BB","Online TA","A","Transient",121,1
"City Hotel",0,43,2016,"June",24,8,0,1,2,0,0,"BB","Online TA","A","Transient",83.85,2
"City Hotel",0,18,2016,"June",24,9,0,1,2,0,0,"BB","Direct","A","Transient",92.65,0
"City Hotel",0,18,2016,"June",24,9,0,1,2,0,0,"BB","Direct","A","Transient",92.65,0
"City Hotel",0,63,2016,"June",24,9,0,1,2,0,0,"SC","Online TA","A","Transient",109,1
"City Hotel",0,3,2016,"June",24,7,0,3,1,0,0,"BB","Online TA","D","Transient",109.85,2
"City Hotel",0,14,2016,"June",24,8,0,4,1,0,0,"BB","Offline TA/TO","A","Transient",110.8,1
"City Hotel",0,14,2016,"June",24,8,0,4,2,0,0,"BB","Offline TA/TO","A","Transient",110.8,1
"City Hotel",0,106,2016,"June",24,8,0,4,2,0,0,"BB","Online TA","A","Transient",92.28,1
"City Hotel",0,118,2016,"June",24,6,1,5,1,0,0,"BB","Offline TA/TO","A","Transient-Party",110,2
"City Hotel",0,120,2016,"June",25,13,1,0,2,1,0,"BB","Online TA","A","Transient-Party",143.1,4
"City Hotel",0,2,2016,"June",25,13,1,0,2,0,0,"SC","Online TA","A","Transient",79,1
"City Hotel",0,13,2016,"June",25,14,0,1,2,0,0,"SC","Online TA","A","Transient",89,0
"City Hotel",0,34,2016,"June",25,12,2,1,0,2,0,"BB","Online TA","B","Transient",119.5,1
"City Hotel",0,34,2016,"June",25,12,2,1,2,0,0,"BB","Online TA","B","Transient",119.5,1
"City Hotel",0,137,2016,"June",25,13,1,1,2,0,0,"BB","Online TA","A","Transient",101.53,2
"City Hotel",0,102,2016,"June",25,12,2,3,3,0,0,"BB","Online TA","D","Transient",150.15,0
"City Hotel",0,1,2016,"June",25,17,0,1,1,0,0,"HB","Offline TA/TO","A","Transient",89.25,0
"City Hotel",0,243,2016,"June",26,19,2,0,2,0,0,"BB","Online TA","B","Transient",95.58,1
"City Hotel",0,243,2016,"June",26,19,2,0,2,0,0,"BB","Online TA","B","Transient",95.58,1
"City Hotel",0,48,2016,"June",26,21,0,1,2,0,0,"SC","Online TA","A","Transient",89.1,1
"City Hotel",0,59,2016,"June",26,20,1,1,2,0,0,"SC","Online TA","A","Transient",89.1,1
"City Hotel",0,50,2016,"June",26,22,0,1,2,0,0,"BB","Online TA","A","Transient",76.92,1
"City Hotel",0,50,2016,"June",26,22,0,1,2,0,0,"BB","Online TA","A","Transient",76.92,1
"City Hotel",0,39,2016,"June",26,21,0,2,1,2,0,"BB","Direct","F","Transient",168.3,2
"City Hotel",0,146,2016,"June",26,20,1,3,2,0,0,"BB","Online TA","A","Transient",91.98,0
"City Hotel",0,87,2016,"June",27,26,1,0,2,0,0,"SC","Online TA","A","Transient",85.5,1
"City Hotel",0,39,2016,"June",27,26,2,0,2,0,0,"BB","Online TA","A","Transient",99.9,1
"City Hotel",0,16,2016,"June",27,27,1,0,2,1,0,"BB","Online TA","A","Transient",134.8,1
"City Hotel",0,84,2016,"June",27,26,2,1,3,0,0,"BB","Online TA","A","Transient",103.72,2
"City Hotel",0,146,2016,"June",27,30,0,1,2,0,0,"BB","Direct","A","Transient",85.5,1
"City Hotel",0,17,2016,"June",27,29,0,2,3,1,0,"BB","Direct","G","Transient",237,1
"City Hotel",0,12,2016,"June",27,29,0,2,1,0,0,"BB","Online TA","D","Transient",151,2
"City Hotel",0,12,2016,"June",27,29,0,2,2,1,0,"BB","Online TA","D","Transient",156,3
"City Hotel",0,38,2016,"July",27,2,0,1,2,0,0,"SC","Online TA","A","Transient",107.1,1
"City Hotel",0,54,2016,"July",27,2,0,1,2,0,0,"SC","Online TA","A","Transient",107.1,1
"City Hotel",0,20,2016,"June",27,29,0,4,2,0,0,"BB","Direct","D","Transient",124.2,0
"City Hotel",0,107,2016,"June",27,28,0,5,3,0,0,"BB","Online TA","D","Transient",146.7,2
"City Hotel",0,82,2016,"July",27,2,0,1,3,0,0,"BB","Online TA","G","Transient",185.03,2
"City Hotel",0,140,2016,"July",27,2,1,1,3,0,0,"BB","Online TA","D","Transient",128.7,3
"City Hotel",0,0,2016,"July",28,3,1,0,1,0,0,"SC","Online TA","A","Transient",92.86,0
"City Hotel",0,140,2016,"July",27,2,1,1,2,2,0,"BB","Online TA","B","Transient",88.77,1
"City Hotel",0,137,2016,"July",27,2,1,1,2,2,0,"BB","Online TA","B","Transient",88.77,1
"City Hotel",0,160,2016,"June",27,30,1,3,2,0,0,"BB","Online TA","A","Transient",90.95,1
"City Hotel",0,100,2016,"July",28,4,1,0,2,0,0,"SC","Online TA","A","Transient",112.5,1
"City Hotel",0,11,2016,"July",28,4,1,0,2,3,0,"BB","Direct","G","Transient",267,3
"City Hotel",0,138,2016,"July",27,2,2,2,2,0,0,"BB","Online TA","A","Transient",71.67,1
"City Hotel",0,53,2016,"July",28,3,2,1,2,0,0,"SC","Online TA","A","Transient",107.1,1
"City Hotel",0,128,2016,"July",27,1,2,4,2,2,0,"BB","Online TA","F","Transient",163.2,2
"City Hotel",0,0,2016,"July",28,5,0,3,2,0,0,"SC","Online TA","A","Transient",110.46,1
"City Hotel",0,4,2016,"July",28,6,0,3,2,0,0,"BB","Online TA","A","Transient",151,1
"City Hotel",0,118,2016,"July",28,8,0,1,2,0,0,"BB","Online TA","A","Transient",88.01,1
"City Hotel",0,56,2016,"July",29,11,1,0,2,0,0,"BB","Online TA","A","Transient",88.01,0
"City Hotel",0,57,2016,"July",29,12,0,1,2,0,0,"BB","Online TA","A","Transient",105.3,1
"City Hotel",0,97,2016,"July",29,12,0,2,2,1,0,"BB","Online TA","A","Transient",121.5,1
"City Hotel",0,128,2016,"July",29,11,1,2,2,0,0,"BB","Online TA","D","Transient-Party",97.43,1
"City Hotel",0,128,2016,"July",29,11,1,2,3,0,0,"BB","Online TA","A","Transient-Party",116.32,2
"City Hotel",0,94,2016,"July",29,13,0,2,3,0,0,"BB","Online TA","D","Transient",137.7,0
"City Hotel",0,94,2016,"July",29,13,0,2,3,0,0,"BB","Online TA","D","Transient",137.7,2
"City Hotel",0,4,2016,"July",29,14,0,1,2,1,0,"BB","Online TA","A","Transient",151,1
"City Hotel",0,33,2016,"July",29,15,0,1,1,0,0,"SC","Online TA","A","Transient",125.1,1
"City Hotel",0,73,2016,"July",29,14,0,3,2,0,0,"BB","Offline TA/TO","A","Transient",85,0
"City Hotel",0,57,2016,"July",30,18,1,0,2,0,0,"SC","Online TA","A","Transient",84.6,0
"City Hotel",0,121,2016,"July",29,16,2,1,2,0,0,"BB","Online TA","A","Transient",105.3,1
"City Hotel",0,81,2016,"July",29,16,2,1,2,0,0,"BB","Offline TA/TO","A","Transient",96,0
"City Hotel",0,0,2016,"July",30,20,0,1,2,0,0,"SC","Direct","A","Transient",99,0
"City Hotel",0,60,2016,"July",30,20,0,1,2,0,0,"BB","Online TA","A","Transient",81.08,1
